movie_id	content	year
1031383	电影什么鬼2018	2018
984350	电影什么鬼2019	2019
1088358	调音师(普通话)	2019
1088627	调音师普通话版	2019
927033	大烟山圣诞节	2015
1185816	电影神速力	2019
1291677	电影神速力2020	2020
889544	单一生食：三十天逆转糖尿病	2009
1052422	电影是我的情妇	2010
1106469	灯，与神无关	2011
758130	地狱使者	2006
1118804	第一天	2009
920260	当一天爸爸	2002
156803	谍影特工	2016
882236	谍影特工（普通话）	2016
1124214	谍影特工中文版	2014
1105122	地狱铁匠	2017
1148716	电影通缉令混剪	2017
919468	电影脱口秀	0
1080269	迪亚特洛夫事件	2013
965586	地狱天使	2010
993076	地狱天使	1930
578814	地狱.天堂	1989
1123723	地狱天堂	1989
1081370	地狱屋	2015
1119272	独一无二的女孩们	2003
96311	地狱为何恶劣	2014
1118210	电影未火神曲先行	0
1081389	地狱：亡灵栖所	2016
108949	地域无门	2012
803973	第一武士	1995
114295	导演万岁	2007
579299	电影万岁	2015
579955	大鹰啸	1975
880084	大英雄	2017
993482	电影瞎BB	2016
488849	第一小队	2009
1081464	谍影行动	2017
1128378	地狱先锋	1966
757065	地狱巡逻	2009
858076	地狱醒龙	2003
920400	电影小镇	0
130079	电影鸭	1999
514616	第一眼爱情	2014
193331	盗艺有盗	2012
512609	盗亦有道	2009
778329	道亦有道	2017
517664	第一诱惑	1993
1029633	电影有鸡汤2015	2015
924192	电影有鸡汤2016	2016
1029713	电影有鸡汤2017	2017
919123	电影有鸡汤2018	2018
984349	电影有鸡汤2019	2019
1260936	电影有鸡汤2020	2020
1081846	地狱游乐园	2018
1080493	地狱医院	2014
193906	盗婴疑云	2012
927518	电影鸭(粤语)	1999
760065	盗羊贼	1997
193171	迪亚兹：不要清理血迹	2012
1080044	地狱之地	2015
1190659	大约在冬季	2019
1225587	大约在冬季独家纪录片	2019
917114	电影中的冷艳女杀手	0
772808	电影中的“王牌”特工	2016
1117981	第一支歌	2014
164488	电影纵贯线	0
518141	电影纵贯线第2季	2016
1143743	电影纵贯线资讯	2017
1294900	地狱之火	2012
191696	渡鸦之间	2014
589776	大洋之间的灯光	2016
1052757	地狱之旅	1997
1140870	地狱之旅	2012
515719	德意志零年	1948
923401	毒液：致命守护者	2018
987242	毒液：致命守护者（普通话）	2018
1032409	毒液：致命守护者普通话版	2018
1080017	地狱之门：耶路撒冷	2015
792680	谍影追凶	1994
191697	电影自习室	2014
773252	电影自习室2015	2015
773253	电影自习室2016	2016
1248017	谍影追凶(粤语)	1994
973050	德意志要塞无防范之抵御	1966
394499	谍影重重	2002
1123961	谍影重重1	2002
106354	谍影重重2	2004
106794	谍影重重3	2007
106725	谍影重重4	2012
1324717	谍影重重4(普通话)	2012
804114	谍影重重5	2016
881657	谍影重重5(普通话)	2016
559157	毒语者之毒奏	2016
889296	电影制作者库查兄弟	2009
105681	毒战	2013
192367	逗阵	2013
394928	毒咒	2014
512641	呆子	1920
521756	定罪	1994
595331	独自	2015
866350	毒咒	1985
1081332	渎职	2016
1105856	夺樽	2014
1215407	D战	0
1282493	赌尊	1991
984860	对峙	2017
763041	大钟	1948
758417	定制10.30	2005
1321441	毒战(2020)	2020
108966	大追捕	2012
1062715	大追捕	1974
1186298	点指兵兵	1979
194299	德州,北海	2011
745974	定制伴郎	2015
899036	带着冰箱去旅行	2010
1316110	斗战苍穹	2020
141074	碟中谍	1996
393897	毒中毒	2016
129289	碟中谍2	2000
1219608	碟中谍2(普通话)	2000
114898	碟中谍3	2006
935901	碟中谍3(HDR)	2006
509132	碟中谍4	2011
938732	碟中谍4（HDR）	2012
1109307	碟中谍5	2015
195982	碟中谍5：神秘国度	2015
937576	碟中谍5：神秘国度(HDR)	2015
882526	碟中谍5：神秘国度(普通话)	2015
1109309	碟中谍6	2018
920750	碟中谍6：全面瓦解	2018
1237293	碟中谍6：全面瓦解(普通话)	2018
117264	独自等待	2005
898607	侗族大歌	2015
935902	碟中谍(HDR)	1996
1080800	德州电锯杀人狂	1974
1079880	德州电锯杀人狂前传	2006
1219607	碟中谍(普通话)	1996
111850	短暂的生命	2009
770806	碟中谍专辑	2015
758923	大丈夫	2003
1168103	大丈夫2	2006
212129	大丈夫的私房钱	1989
132745	大丈夫日记	1988
927386	大丈夫(粤语)	2003
973409	德州风云之我是牌手	2018
934120	德州风云之我是一条鱼	2018
398259	电子格斗战士	1998
1071999	点只功夫咁简单	1980
1052325	盗贼公路	1949
509174	地中海	1992
761700	冬之华	1978
1081299	毒战(韩版)	2018
992962	大战红河边	1948
1120790	地中海惊魂	1990
1127327	地中海惊魂(上)	1990
1143459	地中海惊魂上	1990
975513	地中海惊魂下	1990
1120789	地中海惊魂(下)	1999
105583	带子洪郎	1991
1212502	带子洪郎粤语	1991
192722	短暂和平	2014
759622	大展猴威	2000
881335	大展猴威2：滑板高手	2001
881292	大展猴威2：滑板高手(普通话)	2001
758752	大展猴威3：宝贝智多猩	2004
877641	大展猴威3：宝贝智多星	2004
881291	大展猴威3：宝贝智多星(普通话)	2004
881290	大展猴威(普通话)	2000
1194760	大追击	1982
107209	多重讥讽	2010
938052	刀震江湖	2018
579637	动作杰克森	1988
768287	董子健孙怡公布婚讯！祝幸福！	0
133757	大泽龙蛇	1982
997826	独奏恋之曲	2017
1120380	大周秘案	2004
499747	谍战马德拉斯	2013
1144016	对峙麻雀溪	2018
194405	大自鸣钟	2011
756109	大自鸣钟2作家	2012
1080903	等着你	2016
95841	大宅男	2014
798422	盯住你不放	2012
1081248	等着你回魂	2001
160944	等着你回来	2010
128654	刀走偏锋	2002
902136	带着扑克上路	2014
968450	大追求	2010
1072203	东芝奇幻心旅5	2012
130314	电子情书	1998
969774	独自去逃欢	2018
220623	待绽蔷薇	2012
972549	毒战拳王	2018
889151	电阻器先生	1994
1072317	德州七勇士	1968
396200	大自然的翅膀	2002
489958	大自然之舞	2012
107109	德州杀场	2011
367260	电子世界争霸战	1982
759614	豆子杀手	2000
1241546	毒战生死线	0
1267979	毒战生死线2	0
971414	弹指神通	2018
799321	大侦探	1988
761477	大侦探对大明星	1982
111651	大侦探福尔摩斯	2009
171755	大侦探福尔摩斯2：诡影游戏	2011
1120870	大侦探福尔摩斯2：诡影游戏(4K)	2012
1120868	大侦探福尔摩斯(4K)	2009
1309049	大侦探福尔摩斯(国语版)	2010
579798	大侦探故事	1951
689970	大侦探霍桑	2019
1032175	大侦探皮卡丘	2019
1204022	大侦探皮卡丘(普通话)	2019
1204282	大侦探皮卡丘普通话版	2019
1128319	谍战太平洋	1942
898520	大侦探(上)	1988
898519	大侦探(下)	1988
396033	动植物大战	2016
1114308	谍战危机	1990
760754	弹指威龙	1991
321542	大战外星人	2009
882402	大战外星人(普通话)	2009
1329462	冬之物语	2016
106073	大醉侠	1966
1128955	大醉侠(1966)	1966
192606	冬追夏赶	2013
127816	大宅心慌慌	2003
1119455	带子雄狼：地狱之行大五郎	1997
1119482	带子雄狼父子连心	1997
1116829	带子雄狼冥府魔道	1997
171411	带子雄狼：向乳母车吹去的死亡之风	1997
394392	迪兹先生	2002
135993	迪兹先生进城	1936
880208	谍战校园	2017
1295801	电子云层下	2012
133310	弟子也疯狂	1985
1220754	弟子也疯狂(粤语)	1985
1080171	独自夜归的女孩	2014
762388	德州游侠	1966
192091	电子游戏大电影	2014
489963	独奏者	2009
1125040	大追踪	1974
762679	大战争	1961
1116298	大蜘蛛	2004
1195117	大转折—鏖战鲁西南	1996
105970	戴珍珠耳环的少女	2003
1120757	独自在家	2008
194445	肚子怎么了	2011
1083527	地质灾难	2017
1274476	德州纸牌屋	2016
1195116	大转折—挺进大别山	1996
1084223	盗者之王	2018
927870	德州之心	2016
720644	独自在夜晚的海边	2017
132795	点指贼贼	1988
1240745	恶霸	1975
1120490	二宝闯江湖	2017
1089615	恶霸警察	2019
736117	二宝驾到	2017
135757	二百五小传	1949
1271682	恩赐2020	2020
783371	二次初恋	2017
1081309	二次进化	2017
993520	恩赐解脱	2015
504490	恩赐妙手：班卡森医师	2009
1238224	恩赐妙手：班卡森医师	2009
105678	二次曝光	2012
169523	二次元侦探	2016
757078	二冬	2009
970868	恩典	2012
572529	恶斗	0
1295994	edc2013：undertheelectricsky	2014
1309930	EddieElise	2020
1222022	鹅滴个神	2016
760530	俄底浦斯王	1993
1002368	二代妖精之今生有幸	2017
789584	鹅蛋与我	2015
992456	二度姻缘三日情	1997
756640	恶毒一族	2010
1142779	二代宗师	2019
193164	二而不二	2012
207994	鄂尔多斯风暴	1962
1105493	二凤	2018
1081356	恶房东	2015
1064987	二哥	1959
1119889	耳光	1976
1079971	恶棍	2015
878771	恶果	2018
939337	二狗返乡记	2011
763428	俄国革命	1906
113918	俄国混混在伦敦	2008
728621	二狗进城	2016
752702	二哥驾到之扶余二哥	2017
1120035	俄国人来了	1966
971284	恶棍少爷别碰我	2018
156232	恶棍天使	2015
771900	恶棍天使(2015)	2015
762518	恶棍万和铁	1964
1083627	俄国新娘	2019
409785	俄国小说	2012
1134943	恶棍英雄	2016
993519	二狗子	2013
880955	恶搞专家大电影	2016
514558	恶虎村	1974
1129676	二货兄弟	2016
1120324	二货一箩筐之鸡年大吉	2017
494579	恩娇	2012
798348	额吉	2010
756648	恶警残城	2010
192356	恶警蛋碎	2013
318970	二见钟情	1995
1116717	二见钟情	2004
236818	二见钟情之新好男人	1996
1144697	恶客	1972
1300646	俄克拉荷马	1955
1302798	俄克拉荷马之恋	1955
1109880	鳄口逃生	2018
106327	恶狼	2010
136051	恶邻	1933
170198	恶老板	2011
514618	恶老板2	2014
193841	恶灵传奇	2012
1080660	饿狼传说	2014
1077335	恶狼传说	2012
761526	恶灵岛	1981
760897	恶灵稻草人	1989
106821	二楼的恶人	2010
517172	饿狼谷	1970
978198	二龙湖疯狂代驾	2018
757112	恶龙崛起	2009
110718	二流警探	2010
192548	恶灵节之夜	2013
394259	恶灵空间	2005
1118857	恶灵空间2	2008
9263	恶灵空间3	2008
1080320	恶灵困扰	2016
150851	ELLE520系列微电影	2012
1120816	ellendegeneres：hereandnow	2003
992857	恶灵魔狱	2017
318839	恶灵骑士	2007
1081570	恶灵契约	2008
898661	恶灵入侵	2011
109619	鹅卵石	2012
1125286	俄罗斯报废地堡计划	2014
193305	俄罗斯变奏曲	2012
1120519	俄罗斯大亨	2002
760825	俄罗斯大厦	1990
193623	俄罗斯迪斯科	2012
151048	俄罗斯方舟	2002
992446	俄罗斯女歌手	1993
1128592	俄罗斯人来啦	1966
880525	俄罗斯之锤	2016
194167	俄罗斯——在老虎,熊和火山之间	2011
986247	二郎神之三目	2018
986087	二郎神之仙魔觉醒	2019
919341	二流太傅之赤霄剑	2018
919466	二流太傅之楼兰玉麒麟	2018
1309580	恶劣天气	2019
1295625	二流小说家	2013
1105783	恶灵之门	2016
1240835	噩梦	2004
514503	恶魔	1955
942346	恶梦	1976
1078441	恶魔	2015
1081310	恶魔	2016
1223149	恶魔(1955)	1955
1080029	恶魔(2015)	2015
1081513	恶魔APP	2016
233097	鹅毛笔	2000
1081674	噩梦边境	2016
759183	噩梦缠身	2002
761622	噩梦城市	1980
516932	恶魔吹着笛子来	2007
889523	恶魔的嘉年华	2012
1079922	恶魔的面庞	2014
1080031	恶魔的女儿	2014
1081541	恶魔的请柬	2018
1080497	恶魔的糖果	2015
761849	恶魔的游乐场	1976
1081665	恶魔的艺术	2004
1079936	恶魔的艺术2邪降	2005
1080638	恶魔的艺术3：鬼影随行	2008
8776	恶魔岛之王	2011
967195	恶魔公子爱上我	2018
1080136	恶魔尖叫	2015
392967	恶梦解析	2015
846973	恶魔烈火	1993
128924	恶魔咆哮3：地狱门前	2001
373082	恶魔人	2013
192720	峨眉山	2013
1128480	恶魔似的女人	1955
756936	噩梦山庄	2009
1082543	恶魔天才	2019
1080327	恶魔天使	2013
1081596	恶魔突袭队	2018
1080122	恶魔蛙男	2016
219353	恶魔娃娃	1987
1081345	噩梦娃娃屋	2018
794762	恶魔校花2	2017
992467	恶魔校花放过我	2018
558285	恶梦醒来是早晨	1980
234224	恶魔预产期	2014
1079919	恶魔樱桃树	2015
1334828	噩梦影院	2017
880186	恶魔指路	2017
984400	恶梦再临	2001
1081327	恶魔之门	2017
928321	二麻租媳妇	2018
759022	恶魔之语	2003
505105	恶魔之战	2013
106818	恶魔蜘蛛王	2013
187611	恶魔蜘蛛王(环绕声版)	2013
1103265	恶女	2017
785929	恶男	1996
578977	恶女帮	1996
354798	恶女帮(原声)	1996
220760	二男夺女大作战	0
880233	二妮的山村梦	2017
135703	儿女亲事	1950
134692	儿女是我们的	1970
486951	儿女一箩筐	2003
320085	儿女一箩筐2	2005
759808	恶男造世界	1999
212559	额尔古纳大篷车	2009
592572	【恶趣】2016年度十大邪典电影	2016
762813	二千万里到地球，金星怪兽	1957
206600	二泉映月	1979
1274474	恩人	2016
319840	恶人	2010
156356	恶人报喜	2016
1132206	恶人传	2019
1309601	恶人传	0
1052508	恶人世界	2011
1124171	二十	2015
586971	二十二	2017
991688	二十二	2015
1203178	儿孙福	1926
1081008	厄舍古厦	1960
1120738	厄舍古厦的倒塌	1928
1128429	二十九壮士	1966
133486	二十年后再相会	1984
1102266	鹅斯卡	0
1195684	鹅斯卡×孟美岐：超拼小魔女碧瑶上线	0
1203428	鹅斯卡×王丽坤：气质女神是如何修炼成的	0
1195440	鹅斯卡X白宇：超哥夸我夸到害羞，为了拍好戏一切都值得	0
1222656	鹅斯卡X大鹏、柳岩：《受益人》给予我们当演员的信心	0
1228471	鹅斯卡X范伟：从小品到电视剧再到银幕，别人替我遗憾，我从没有彷徨	0
1244686	鹅斯卡X桂纶镁：对再次跟刁亦男合作，感到受宠若惊	0
1202244	鹅斯卡X黄景瑜：帅气警卫员陈有富来啦	0
1195441	鹅斯卡X侯明昊：我也想拍甜甜恋爱剧，被王一博魔鬼安利	0
1204593	鹅斯卡X井柏然：是随性且通透的小井啊	0
1217007	鹅斯卡X李安：想让20岁的自己醒醒	0
1245879	鹅斯卡X刘宪华：巨石强森面前秒变小迷弟土味情话表白粉丝	0
1206731	鹅斯卡X沙溢：我给安吉演技打99分不怕骄傲	0
1201337	鹅斯卡X魏大勋：锡纸烫男孩献上霸总表白	0
1196421	鹅斯卡X肖战：好演员从心出发演绎张小凡	0
1219159	鹅斯卡X张家辉专访：笑裂的一期张家辉开心接受“家辉”各种梗	0
1328193	鹅斯卡X张子枫：和白百何聊“吃”增进感情，期待大学集体宿舍生活	2020
1221107	鹅斯卡专访阿诺施瓦辛格：现在拍戏不会再冒险让自己受伤	0
1245880	鹅斯卡专访巨石强森爱上中国健身房凯文哈特变柠檬精	0
199988	二十岁	2015
973508	二十岁	2018
1004954	二十岁(2015)	2015
113246	二十四城记	2009
733694	二十世纪女人	2016
1275529	二手狮王	2003
1116431	二十四孝之怀橘遗亲	2015
1120770	二十四孝之鹿乳奉亲	2015
1116167	二十四孝之卧冰求鲤	2015
1120768	二十四孝之戏彩娱亲	2015
1120773	二十四孝之孝感动天	2014
736069	二十四周	2016
760924	二十四只黑画眉	1989
889776	二十岁之恋	1963
998158	二师兄来了	2018
105879	恶胎	2010
151268	恶土	1973
1263223	恶童	2006
1108390	恶童成人礼	2017
1298747	儿童电影史话	2013
1081719	儿童法案	2017
984677	二胎来了	2018
489361	鳄潭群英会	1976
142857	恶童日记	2013
926437	儿童守护神	1998
759218	e.t.theextra-terrestrial：20thanniversarycelebration	2002
319727	E.T.外星人	1982
392407	儿童总裁	2016
1076853	儿童之城	1983
758968	二维,还是不是二维	2003
798559	儿娃子	2008
965144	二小放牛郎	1992
111368	恩怨	2010
1139977	厄运	2016
159575	恶爷	1980
1119281	鳄鱼捕手	2002
1119656	鳄鱼邓迪2	1988
95815	鳄鱼的黄眼睛	2014
762402	eyeblink	1966
736447	鳄鱼河	1965
160120	恶夜惊魂	1992
1124962	恶夜惊魂	0
889264	噩宴旅店	2001
757749	恶夜旅舍	2007
1149042	厄运临头	2011
762623	恶夜迷魂	1962
1264258	二月泉	2019
1265820	二月泉	0
578588	恶夜情痴	1992
367322	恶夜情痴（原声）	1993
1324423	恩怨情天	1960
396176	鳄鱼威利	1962
1128990	恶夜追缉令	1967
759716	恶夜追杀令	1999
96166	二月之夏	2013
106226	儿子	2007
235996	讹诈	1929
733198	恶战	2014
219793	二者必居其一	1998
1120478	二战儿童流浪之旅	0
1288790	二之国	2019
1113693	恶之花	2016
1295619	恶之花	2011
889087	恶作剧	2015
1208902	恶之教典	2012
1106454	二战男孩逃生记	2013
902117	儿子去哪了	2014
191911	二重身	2014
193437	二重生命	2012
1007392	《恶战》首映会	2014
578559	儿子,孙子和种子	1978
976098	二重身之镜魔重生（二）	2018
976099	二重身之镜魔重生（一）	2018
984669	二重身之前传	2018
136081	儿子英雄	1929
193584	风	2011
763310	风	1928
1074801	f4沙胆妹	2002
494562	疯爱	2013
192758	范·安德家的摧花辣手	2013
763025	反案记	1948
927129	fantasy：mariahcareyatmadisonsquaregarden(live)	1995
990815	父爱如山	2000
1121185	父爱如山	2019
396048	父爱如山温情上线！	0
987469	父爱胜天	2005
1295914	粉笔	2006
394469	风暴	1959
716245	风暴	2013
1130301	风暴(1959)	1959
319684	风暴(4K)	2013
517881	飞吧,爸爸	2006
1124852	飞吧，爸爸	2006
373079	防暴部队	2012
773160	范冰冰：担任戛纳评委	2016
191534	范冰冰李晨银幕爱情各自开花	2015
1261258	飞吧冰球	2019
193541	风暴冲浪者	2012
106626	匪帮传奇	2013
494337	父辈的旗帜	2006
985137	奋不顾身	2017
193941	飞吧,金同志	2012
972541	风暴（抗战片）	1959
762429	飞不了的沉默	1966
319656	风暴(蓝光真高清)	2013
1256459	方便面时代	2006
1077930	菲比梦游奇境	2008
967639	飞吧，霹雳	2009
1113716	飞吧企鹅	2009
220704	飞不起来的童年	2014
898278	分贝人生	2017
200879	匪帮说唱传奇	2011
1075722	匪帮说唱传奇	2009
109991	房不剩防	2011
758335	房不胜防	2006
1264893	房不胜防	2020
1007411	《风暴》首映会	2013
1210851	风暴突击者	2007
193792	父辈足迹	2012
1152216	风暴之眼	2011
762070	富城	1972
798533	风车	2009
928442	风尘	1980
929093	反常	2015
1272040	浮草	1959
511730	复仇	1978
1080016	复仇	2016
1164289	复仇	2009
1299104	复仇	2018
160145	服从	2012
1242272	复仇(2009)	2009
1195118	复仇(2019)	2019
1120269	房车爱情故事	2017
927003	废柴保镖	2018
1129171	翻唱版本	2018
106250	非常绑匪	2012
196189	非常绑架	2016
758190	非常暴力	2006
1209342	风吹吧麦浪	2019
579553	非常背叛	1996
193215	废车场	2012
1120139	飞车党	1953
1105124	复仇岛	2018
135197	风从东方来	1959
1128508	费城的故事	1940
109141	浮城大亨	2012
759697	复仇的火焰	1999
110970	复仇的利齿	2010
899310	复仇的怒火	1997
762045	复仇的女枪手	1972
585888	复仇的女人好可怕	0
754764	废柴赌神	2017
757576	非常非常大公司	2008
108483	非常父女档	2013
714513	非常父子档	2016
523582	费城故事	1941
1008780	费城故事(1993)	1993
757021	飞出个未来大电影4：绿色狂想	2009
757534	飞出个未来：丢失的冒险	2008
879413	复仇诡影	2018
794106	丰臣公主	2011
107213	复仇祸害	2010
191757	非常婚事	2014
1118628	风从海上来	2015
1129691	非常剑	2016
1231392	夫仇记	2008
978291	复仇计划	2018
757757	非常金鸡任务	2007
193324	菲茨杰拉德家族的圣诞节	2012
760840	坟场禁区	1990
1102277	废柴老爸	2019
511354	废柴联盟	2016
982348	废柴联盟	2018
1282065	非常浪漫	2003
758877	翡翠恋曲	2004
889819	浮沉洛杉矶	2012
880948	翡翠麻将	1987
188108	发财秘笈	1989
784123	风吹麦浪	2006
108467	复仇木偶人	2013
107177	浮城谜事	2012
1287081	废柴梦想家	2020
143038	翡翠明珠	2010
587736	风车农民	2010
579949	复仇女神	1950
1247522	复仇女神	2007
1310118	复仇女神(1950)	1950
489355	非常青春期	2005
1052482	非常奇杀案	1995
154665	房车奇遇	2014
219019	非常人贩	2002
220123	非常人贩2	2005
1080342	非常人贩3	2008
1158721	非常人贩4	2015
963688	飞驰人生	2019
760024	反串仍是爱	1997
798543	非常任务	2010
934063	伏藏师	2018
1080705	非常速盗	2017
233608	富春山居图	2013
192583	富春山居图纪录片	2013
234007	飞车手罗德	2007
493212	翡翠森林狼与羊	2012
760004	浮出水面	1997
111264	浮出水面的影子	2012
992211	非常宿命之没落将军	2018
1081033	复仇少年	2010
879995	废柴少年之次元危机	2017
758434	非常时期	2005
762967	风尘双侠	1950
150775	复仇死循环	2013
191890	菲常事由	2014
1080617	复仇盛宴	2015
196968	废柴特工	2016
882169	废柴特工(普通话)	2016
949088	非常同伙	2018
128980	废柴同盟	2001
319033	废柴同盟(粤语)	2001
768874	非常突然	2017
1085121	非常替身	2019
203105	非常特务	1995
1129785	非常玩家	2019
111679	非常完美	2009
157312	非诚勿扰	2008
110681	非诚勿扰2	2010
193955	非诚勿语	2012
589641	废柴王爷	2016
917373	废柴王爷2之御姐王妃	2017
507081	非常舞者	2009
206454	非常秀	2010
1080539	复仇行动	2017
942451	非常嫌犯	2018
1152269	非常小特工之时间大盗	2011
172230	非常小特务	2001
160816	非常小特务1	2001
1061322	非常小特务2	2002
105801	非常小特务3	2003
1062415	非常小特务4	2012
196316	非常小特务4(环绕声版)	2012
96254	非常幸运	2013
130921	非常嫌疑犯	1995
1268286	非常线之女	1933
879894	废柴影帝与卧底警花	2017
195608	废柴也烦恼	2017
1080968	复仇：一个爱情故事	2017
108931	非常营救	2012
521178	复仇与宽恕	2013
889818	蜂巢幽灵	1973
1123102	付出与收获	2013
1218944	风从塬上来	2019
187836	非常野熊	2008
981700	废柴英雄	2018
1081100	复仇遗言	2016
731869	复仇者	2017
1079462	复仇者	2000
1111103	复仇者	2019
1293791	复仇者	1982
1128328	复仇者(2016)	2016
1133784	非常主播	2008
973190	非常罪非常美	1986
394833	非常之光	2012
585416	复仇者格林	2015
1088161	复仇者格林：战事再起	2018
1142994	复仇者国语	1998
989450	复仇之火	2017
192051	复仇之剑	2014
992981	复仇战姬	2017
1080200	复仇之角	2013
318850	房车之旅	2006
984878	反串之旅	2016
986920	复仇之旅	1980
108870	复仇者联盟	2012
172145	复仇者联盟2：奥创纪元	2015
1100904	复仇者联盟2：奥创纪元(国语版)	2015
882712	复仇者联盟2：奥创纪元(普通话)	2015
1195157	复仇者联盟2：奥创纪元普通话版	2015
1100900	复仇者联盟3	2018
1302752	复仇者联盟_3d	2012
1100902	复仇者联盟3(国语版)	2018
590212	复仇者联盟3：无限战争	2018
1085387	复仇者联盟3：无限战争(普通话)	2018
972222	复仇者联盟3：无限战争普通话版	2018
1126411	复仇者联盟3：无限战争[普通话版]	2018
1250975	复仇者联盟3：无限战争(普通话版)	2018
1206034	复仇者联盟3：无限战争(英语版)	2018
984351	复仇者联盟4：终局之战	2019
1167817	复仇者联盟4：终局之战(普通话)	2019
1191507	复仇者联盟4：终局之战普通话版	2019
1100903	复仇者联盟(国语版)	2012
1202437	复仇者联盟(普通话)	2012
1194462	复仇者联盟普通话版	2012
1086358	《复仇者联盟》三部连看	0
1102267	复仇者联盟一口气看个爽	0
394435	复仇战士	2009
1072101	复仇在我	1979
1052352	非常真相	2002
1080988	复仇之溪	2009
193039	费城之子	2012
760359	风尘之子	1995
109875	奋斗	2011
373184	飞刀	2006
760846	沸点	1990
761910	福地	1975
1267978	方队	2009
369238	防弹	1996
899387	奋斗2015	2015
1078461	奋斗吧青春	2019
1216241	非对称较量	2019
889811	非对称情爱	1996
762696	风的传人	1960
1303920	放荡的雷德利高中	1982
187399	反斗大妈2	2014
1300656	放荡的女皇	1934
321951	奋斗的乔伊	2015
758176	肥大的沙发	2006
759289	风的第一声呼吸	2002
319554	反斗怪家庭续集	1996
220928	梵蒂冈录像带	2015
395273	飞刀华	1963
1102950	疯癫和尚之再续前缘	0
134165	飞渡卷云山	1978
756613	风的旅程	2010
1081564	飞碟领航员	1986
763255	飞到里约	1933
1168090	伏地魔：传人的起源	2018
105743	发达秘笈	1989
991793	发达秘籍	1989
1118794	范迪门斯地	2009
762847	飞碟入侵地球	1956
515020	非典人生	2003
135139	飞刀手	1969
1114013	风斗士	2004
758424	反对时间	2005
762932	发大水了	1952
777653	范·迪塞尔精彩混剪	2015
773820	范·迪塞尔：这个硬汉不太冷	2017
927921	反斗神偷	1997
942882	佛顶山下鸳鸯湖	2014
318929	反斗神鹰	1991
319113	反斗神鹰2	1993
105518	防弹武僧	2003
204665	发达先生	1989
992395	坟地喜事	2018
1072210	佛都有火	1980
1119805	飞刀又见飞刀	1981
735996	贩毒之地	2015
320924	反斗智多星2	1993
985551	疯癫之翼	2017
187628	菲恩	2013
1144578	福二代	2019
1128363	凡尔杜先生	1947
736580	菲尔非尔德路(4K)	2000
1317404	福尔摩斯：绿衣女子	1945
1317403	福尔摩斯：秘密武器	1943
149605	福尔摩斯先生	2015
1221542	福尔摩斯与华生	2018
1120618	福尔摩斯与华生医生：初识	1979
1120854	福尔摩斯与华生医生：血字	1979
879586	范二青年之东北四人转	2018
783298	风儿轻轻吹	2004
194305	飞蛾日记	2012
1122947	菲尔斯派特	2013
880004	FE特工局	2017
1310867	福尔图娜之瞳	2019
761541	风儿踢踏踩	1981
192132	芙儿与诗诗	2013
516950	非凡	2015
1072137	芳芳	1993
1282304	疯妇	1964
209844	非法边境线	1934
761686	非凡的艾玛	1979
1120592	非凡的故事	2008
134662	凤飞飞	1971
1081729	风风风	2018
898548	发发发文档	0
938525	非凡管家	2018
1120005	芳菲何处	1968
130769	分分见喜	2001
514600	夫妇进行曲	1951
920261	非法交易	2006
994325	非法记忆	2019
1081987	菲凡记忆	2019
194273	非凡旅程	2011
938647	放飞理想	2008
106946	非法入境	2009
580550	夫妇日记	2015
319776	非法入侵（原声）	1992
588904	非凡任务	2017
1083522	非分熟女	2019
1119823	凡夫俗子	1980
756532	仿佛我不在那儿	2010
321014	非凡舞团电影版	2010
373092	非凡舞团电影版2	2011
127819	芳芳郁金香	2003
157611	非法移民	1985
756859	非法音频	2009
113865	非法制裁	2007
758876	发光	2004
929574	放过	2018
1079803	福冈爱情故事10	2015
191711	富贵病	2014
1233869	翻滚吧阿信	2011
760029	飞狗巴迪	1997
780247	飞狗巴迪2：金牌接球员	1998
837703	飞狗巴迪2：金牌接球员(英语)	1998
780246	飞狗巴迪3：飞狗家族	2001
867555	飞狗巴迪3：飞狗家族(英语)	2001
780245	飞狗巴迪4：第七局获胜	2002
867549	飞狗巴迪4：第七局获胜(英语)	2002
759055	飞狗巴迪5：排球健将	2003
867548	飞狗巴迪5：排球健将(英语)	2003
867557	飞狗巴迪(英语)	1997
998352	翻滚吧姐妹	2018
760468	法国巴黎	1994
1128635	富贵别闹	2018
1080159	疯狗绑票令	2012
132952	富贵逼人	1987
512355	富贵逼人	1998
105961	富贵兵团	1989
1324424	梵高传	1956
1117180	梵谷的耳朵	1994
1119632	法国大革命	1990
1143492	富贵的流浪汉	2019
967781	富贵的球队	2011
321250	法国毒网	2014
159190	腐国恶土	2013
134612	法国贩毒网	1971
201111	法国贩毒网2	1975
1248735	富贵花	1953
992375	疯狗和格洛丽	1993
486944	法国黑金	2008
106272	富贵黄金屋	1992
1260740	法国间谍	2004
493936	法国缉毒风云	2014
758538	法国教父	2005
108422	疯狗警探	2013
143263	富贵吉祥	1991
1009009	富贵吉祥(粤语)	1991
131523	富贵狂花	1993
1120122	法国康康舞	1956
971528	富贵开心鬼	1989
1009007	富贵开心鬼(1989)	1989
1009006	富贵开心鬼(粤语)	1989
1083242	福冈恋爱白书11	2016
1083239	福冈恋爱白书12	2017
1079801	福冈恋爱白书6	2011
1079802	福冈恋爱白书7	2012
1079799	福冈恋爱白书8	2013
1079798	福冈恋爱白书9	2014
133239	富贵列车	1986
95759	法官老爹	2014
